detuning_uv_GHz,Transmission_BaselineCorrected,TransmissionErr_BaselineCorrected,Theory_NoBaseline
3.1329033955698833,0.9993926736533435,0.005546770146853545,0.9996752692902505
3.1690928420284763,1.0010347466286524,0.005782408095693053,0.9996835774185051
3.208066088380292,0.9998275276897123,0.00553521998840115,0.9996920914962524
3.2790530648780987,0.9785520994123484,0.005851192578834567,0.999706557674546
3.3013234867248684,1.0012946316371207,0.005558050591022787,0.999710845165439
3.356999536161311,0.9966975941363843,0.0057283065042786465,0.9997210838824376
3.3806618551025167,0.9941789653816584,0.005492660081676375,0.9997252436184517
3.441905498621054,1.00389575067815,0.005693845946622658,0.9997355189770124
3.4934058288345113,0.9887608334187632,0.005417150412957995,0.9997436539607804
3.5295952464221045,0.9965417127142658,0.005517825233523419,0.9997491146237111
3.5685684623895213,1.002291189229749,0.00574476804834273,0.9997547776676782
3.6047578741563484,0.9924188706089694,0.005551395799639904,0.9997598450288036
3.646514884196222,0.9967751798141796,0.005574430143591219,0.9997654739350917
3.6938394909957424,1.0002276554255427,0.005549195331573485,0.9997715909439365
3.7397721930174157,0.9961070694943648,0.005520834933221901,0.9997772746699011
3.7884886896936223,0.9947412879288317,0.005494736402705594,0.999783050060311
3.827461883542128,0.995472263358715,0.005606180571936063,0.9997874934791355
3.872002672404051,0.9914849718531042,0.005503910763616617,0.9997923904663953
3.910975858918391,1.001711236564358,0.005579535149837406,0.9997965234517139
3.9610842369729653,1.0024861781235173,0.00547783078543352,0.9998016419376429
3.988922222633846,0.9924843510403536,0.005707752394468642,0.9998043945173819
4.0362467935774475,0.998726944015802,0.005597124222328667,0.9998089332104529
4.090530854649842,1.0003963903257043,0.00553864985529798,0.9998139308974686
4.122544528567232,1.00314836177543,0.00576448054409948,0.9998167796097064
4.485829976270907,0.9960246848840499,0.005479660664720215,0.9998447192251956
4.86999358353205,1.000146282771892,0.005546919948442195,0.9998675071961722
5.276427192962728,0.9980838967857815,0.00556835150854872,0.9998863399029131
5.717657791101374,0.993892268811343,0.005604608315705713,0.9999024245855109
6.096252791117877,0.9986681421007334,0.005634409302444049,0.9999135725707988
6.548617728985846,0.9984501161928901,0.005651054554805083,0.9999244951585214
6.966184966266155,1.0064040788082025,0.0056970319918455145,0.9999327987741441
7.392103155027144,1.0113215762551004,0.0060459348141939815,0.999939905925347
7.788791306898929,1.0050432682222037,0.0059505317568942714,0.9999455403669228
8.216100615100004,1.0064391408808755,0.005863458708626763,0.9999507533908123
8.619747477234341,1.0047724497294261,0.005904759960215617,0.9999550098665633
9.052623542724177,1.0151371658756594,0.0058783212345379695,0.9999587508986089
